"start_lat","start_lon","finish_lat","finish_lon","speed","count"
52.205,20.942,52.22,20.966,41.65299301639164,41
50.007,8.282,50.069,8.245,89.32298711582364,354
59.911,10.756,59.954,11.044,110.50048110434437,16
49.204,16.636,49.277,16.991,49.235892944473534,1
39.988,-0.052,41.192,1.273,131.3708945383389,19
54.906,-1.383,54.968,-1.617,58.02518616515307,8
59.746,10.164,59.832,10.433,46.64542580258826,19
28.587,77.254,28.977,77.675,47.56768740031815,8
50.638,4.614,50.674,4.569,61.193967905574404,738
52.937,13.261,52.979,13.317,60.97785269478158,108
25.448,83.091,25.498,83.131,79.58742936018058,18
53.378,-2.122,53.406,-2.163,41.26748917241611,5
41.031,-74.131,41.056,-74.142,59.58191903895161,69
21.062,71.442,21.104,71.479,60.20145209458121,4
49.636,17.876,49.67,17.833,45.022157101576376,34
13.001,77.563,13.023,77.551,41.01717766990964,21
48.128,11.604,48.248,12.52,92.46976447755364,1
23.567,75.5,23.765,75.538,88.89828267837396,8
44.014,1.341,44.035,1.215,104.1367838745595,47
50.215,14.508,50.237,14.499,76.94529628901383,95
53.424,10.03,53.456,9.992,86.47430595147763,138
51.108,3.387,51.128,3.33,137.44971380022116,1193
50.539,5.29,50.553,5.33,197.238709692181,135
51.204,6.685,51.43,6.776,77.86652207189661,5
35.661,140.056,35.672,140.042,53.73959742750158,208
48.903,2.81,48.957,2.873,76.30057144055644,178
51.58,19.006,51.589,18.995,25.23215577995332,2
51.471,13.618,51.472,13.52,51.17702641112,18
50.685,8.308,50.7,8.308,102.20228787921572,59
50.893,14.665,50.903,14.639,38.36461750625261,56
52.548,13.072,52.55,13.071,22.169084398789142,5
51.478,11.987,52.476,13.366,144.02524471799802,29
49.301,8.919,49.32,8.89,60.012700731560194,73
52.618,13.676,52.637,13.738,70.38287307149795,171
43.071,12.548,43.092,12.438,92.03525720452079,80
29.324,73.907,29.344,73.86,30.530274638241917,15
32,34.87,32.054,34.785,66.93222213084601,164
51.554,-0.285,51.63,-0.745,123.67843064464365,24
52.804,-2.122,53.087,-2.431,119.21151637262001,3
23.561,70.983,23.76,71.182,74.82504436115492,2
49.109,6.177,49.215,3.995,203.76507420003145,18
49.446,11.082,49.596,11.001,88.06796457114433,4
40.761,14.534,40.785,14.538,47.15417516894334,39
53.33,-1.985,53.359,-2.008,53.57887357015137,3
49.47,10.99,49.596,11.001,120.71916031563383,79
48.873,17.243,48.893,17.212,38.68027519204552,9
47.176,2.163,47.211,2.1,91.41398679509449,24
32.32,34.869,32.438,34.899,115.01070959893347,127
41.316,15.897,41.35,16.091,124.76807335744601,64
42.884,13.814,42.894,13.85,93.19380259776855,35
47.076,7.306,47.099,7.319,52.989635367352896,2
11.472,75.653,11.49,75.626,53.24159168370564,4
15.08,75.395,15.124,75.36,73.31288123060548,5
25.581,85.9,25.633,85.867,66.75685120732803,11
50.54,5.574,50.548,5.587,77.5988641928601,239
28.831,78.766,28.884,78.729,34.14434742956231,4
48.109,-1.322,48.123,-1.212,83.70227093844625,57
46.196,9.03,47.049,8.311,86.5654930006573,7
50.107,8.663,50.555,9.684,97.96014120198484,1
47.408,8.214,47.436,8.218,63.207653611668114,419
48.681,8.361,48.727,8.355,51.87054050657701,4
14.821,74.183,15.268,73.971,72.59958505903786,50
50.755,12.858,50.764,12.874,44.69866721813361,66
47.367,20.001,47.494,19.893,57.71517150268729,15
46.714,-71.271,46.754,-71.298,49.71053153605352,7
55.854,-4.16,55.855,-4.13,56.592974155241095,261
57.059,-4.119,57.078,-4.054,66.60216667648979,25
49.88,19.264,49.881,19.226,38.71338053969237,20
55.978,22.46,55.993,22.252,87.5992222147635,5
51.607,-0.12,51.619,-0.11,43.8930330389568,536
28.831,79.899,28.915,79.969,85.55519768141501,12
38.714,16.12,38.921,16.256,85.34425596465374,18
47.365,9.681,47.413,9.727,96.05781886237381,43
51.734,-4.317,51.768,-4.37,62.85153225029761,280
12.938,80.132,12.952,80.141,110.48211325201319,198
47.241,7.342,47.28,7.38,52.586607093547336,133
38.167,13.31,38.196,13.276,64.96869469289078,28
48.876,2.325,48.99,1.703,94.5819650543526,264
51.419,20.169,51.45,20.122,70.55511722715039,29
55.402,10.386,55.491,9.482,96.8194318190561,34
43.211,-3.138,43.213,-3.133,25.86062921325932,50
46.18,14.591,46.193,14.589,44.49446790113408,41
52.731,-1.109,52.749,-1.145,63.47110847807063,60
51.753,-1.27,51.804,-1.274,67.62254954928444,484
51.751,14.324,51.789,14.082,85.88790350092827,5
40.828,-74.101,40.94,-74.122,62.635571396067135,2
44.606,24.26,44.663,24.257,53.9064320697603,8
46.551,13.708,46.552,13.745,56.786901752113216,4
55.942,-3.101,55.952,-3.192,49.66480243694314,5
43.279,13.583,43.309,13.726,72.40430648006897,1
49.91,16.922,49.984,16.889,57.41366766335049,1
37.844,15.283,38.183,15.561,79.25602798637601,35
49.445,11.083,49.469,10.99,72.57325136780953,4
48.724,17.091,48.773,17.121,57.98693032233658,18
51.111,12.069,51.134,12.017,74.12281878705821,71
52.937,15.876,52.951,15.827,109.44897775334734,26
47.984,10.176,47.986,10.175,15.513875002608946,14
50.099,8.686,50.106,8.663,27.292375516205126,335
46.926,20.822,46.974,20.751,90.15499504906917,10
46.449,18.736,46.516,18.695,80.74672239076627,23
47.177,6.906,47.194,6.922,68.25601610816807,48
45.937,16.593,45.951,16.568,25.161742973786925,6
30.862,74.924,30.942,74.618,79.56211671011998,8
51.761,7.895,51.802,8.021,118.18647019667624,236
46.988,3.15,47.094,2.394,100.04331595976734,19
45.891,20.153,45.943,20.136,50.69517986885932,8
52.15,-3.457,52.169,-3.427,57.83382554004852,43
46.933,3.26,46.988,3.15,61.75400063823763,42
26.785,81.708,26.825,81.626,61.74931271057509,2
3.139,101.693,3.155,101.693,51.954814342132764,24
49.096,9.677,49.113,9.658,68.50096891134629,6
25.221,82.089,25.393,81.86,54.37123307829164,4
50.053,8.57,50.794,7.203,203.9568773673152,376
-27.431,153.075,-27.429,153.063,34.18038063539091,127
50.174,12.126,50.179,12.135,46.110301229741914,44
46.802,17.385,46.878,17.429,67.54063677312641,32
49.138,9.379,49.144,9.403,55.46139238528019,95
45.654,0.165,46.582,0.333,168.71716284249513,67
44.445,26.655,44.445,26.752,102.25576722449998,14
43.465,1.324,43.579,1.45,108.62495794105182,43
50.296,8.255,50.36,8.16,73.03400311445677,11
48.25,16.918,48.251,16.807,98.40236291668349,62
26.914,81.361,26.93,81.261,50.110811595773185,2
51.529,7.607,51.534,7.625,80.94900434093634,190
54.824,9.359,54.936,9.258,93.54917070557617,20
23.834,80.401,23.834,80.401,0.07422151166908669,2
13.728,100.749,13.73,100.718,197.32420155235863,15
47.736,8.969,47.759,8.841,99.32326085753776,137
48.714,10.772,48.732,10.714,69.57812550916049,80
29.027,76.474,29.039,76.466,44.89713448088221,11
18.429,76.556,18.506,76.845,73.00801622358205,24
8.838,76.647,8.867,76.623,62.82429535532987,8
23.439,72.275,23.458,72.294,44.03017348892385,2
43.21,12.008,43.261,11.971,95.9947893910082,147
25.673,83.308,25.722,83.353,69.52817708590047,8
48.897,8.099,48.968,8.183,75.17609542659599,29
41.258,-8.558,41.278,-8.553,67.49542397165048,67
42.374,-71.239,42.388,-71.191,50.86336489069009,26
48.966,8.302,48.967,8.305,30.299682478441333,96
51.237,-0.581,51.459,-0.973,72.47507619355741,18
52.583,13.001,52.613,12.886,84.83713507738418,188
43.239,1.571,43.305,1.52,100.73506481855988,71
50.023,14.391,50.034,14.446,49.803479715853506,1
47.114,7.843,47.137,7.926,51.17154064997561,15
46.923,24.781,46.941,24.866,31.40109787132749,1
55.991,8.745,56.033,8.852,81.20378708451332,34
49.566,9.068,49.595,8.993,75.5891870804507,60
-33.892,151.198,-33.888,151.126,61.279185543056734,962
50.516,15.487,50.516,15.457,47.57760829796492,27
28.759,77.507,28.828,77.572,112.16701234472728,16
26.894,78.482,26.908,78.559,66.39600332822309,2
45.779,8.837,45.816,8.833,49.449604055399,70
23.284,86.993,23.305,86.975,44.35504057254525,18
43.504,-6.092,43.512,-6.097,31.79670006778709,25
44.487,9.781,44.52,9.845,62.809521426810235,18
54.968,-1.616,55.162,-1.683,110.25887445379234,15
49.353,9.144,49.378,9.162,46.615112655197905,1
50.925,4.433,50.958,4.457,124.2772629107324,1284
50.761,-1.537,50.817,-1.574,50.35281515014873,67
45.574,18.59,45.591,18.503,53.0522581063966,22
14.787,76.119,14.825,76.212,49.8060057597096,4
52.142,11.269,52.15,11.215,76.56345767514041,86
50.017,9.442,50.023,9.381,87.53326979772564,53
49.112,10.181,49.121,10.127,120.73185396246467,5
52.432,13.194,52.44,13.216,54.365804287423025,259
49.955,16.147,49.975,16.163,33.12070940060217,59
51.118,13.049,51.126,13.096,67.61587929574252,34
47.391,8.052,47.392,8.169,88.86831802702028,8
50.774,7.658,50.797,7.608,65.1790755508226,1
54.604,18.248,54.606,18.23,39.21661284704631,140
41.919,12.437,41.928,12.428,37.10638420969543,246
23.166,83.08,23.179,82.983,74.9859664637593,4
48.559,7.679,48.563,7.695,76.65568310164325,86
1.475,103.755,1.489,103.76,31.437754827263394,6
40.607,8.355,40.65,8.377,51.04806290301358,28
46.441,24.223,46.467,24.089,45.93476994269274,2
49.863,2.352,50.287,2.781,112.4840811408187,21
50.681,2.878,50.697,2.829,77.3517079337982,102
41.453,12.633,41.459,12.662,37.76310093704129,64
50.279,19.126,50.479,19.423,78.432210912798,16
55.766,12.406,55.782,12.373,81.76048560894935,236
26.589,74.856,26.9,75.424,88.08592037927384,2
30.269,75.237,30.303,75.366,70.63089653746539,7
49.15,9.798,49.161,9.823,44.52558759171604,3
25.382,87.622,25.446,87.604,39.376441688159915,2
45.94,22.659,46.19,21.325,68.19140799329742,3
51.577,-0.098,51.58,-0.072,36.88366225182304,201
15.358,77.372,15.542,77.313,116.63086506955418,1
46.257,18.105,46.311,18.139,77.84466881853669,20
45.292,26.362,45.324,26.358,36.573592506617224,20
35.924,139.633,35.929,139.651,51.84730824122091,271
51.623,12.317,52.548,13.391,75.95707297359343,1
54.033,-2.914,54.07,-2.869,20.656510564284638,4
50.194,17.064,50.225,17.085,28.084652546582156,37
35.704,139.62,35.705,139.636,84.45799381480542,986
50.831,-0.64,51.066,-0.319,76.75454385827712,487
44.294,11.883,44.506,11.343,109.0225647305998,4
29.437,78.191,29.497,78.213,46.35257140332038,4
21.164,85.926,21.244,85.909,44.92329435368137,6
52.575,-0.251,53.522,-1.14,161.48978300360426,16
51.598,7.139,51.602,7.082,79.2094180920121,113
37.752,-100.017,38.056,-97.932,99.01499333170138,2
46.639,7.691,46.686,7.68,64.83212867517635,31
47.112,17.435,47.116,17.172,44.467780565977336,16
51.661,10.881,51.688,10.851,16.863394057910895,11
51.961,7.894,51.981,7.779,54.80945456377718,26
49.499,19.98,49.521,19.96,56.950122546723755,47
51.239,-0.325,51.242,-0.204,72.37425481561979,281
49.523,7.664,49.538,7.653,37.62193410886175,55
47.979,11.456,47.991,11.457,38.1907888388072,255
-27.566,152.953,-27.552,152.974,52.078531736353966,355
25.237,86.645,25.265,86.593,92.04860210362894,11
46.22,15.652,46.224,15.698,42.63600308035118,19
26.578,88.823,26.683,88.443,36.4067016909665,2
47.818,19.068,47.826,19.044,29.52501011560303,52
53.081,-0.8,53.958,-1.093,156.00460056521948,28
51.318,-0.557,51.464,-0.171,99.17574411058924,132
51.69,5.294,52.379,4.9,79.8809727793785,1
61.193,26.789,61.421,26.882,91.3726811997626,4
38.893,16.599,38.967,16.32,76.61511922699118,37
55.712,-4.532,55.804,-4.397,79.73165286936619,193
50.911,15.343,50.931,15.352,45.61410001296225,27
49.254,17.501,49.317,17.476,95.90243021179664,5
14.592,76.68,14.71,76.746,63.48222095352163,4
19.062,82.239,19.068,82.148,52.663739879792466,2
39.52,-1.128,40.035,-2.144,189.49828156097354,36
59.739,10.202,59.91,10.755,51.97387473040225,5
47.223,15.241,47.225,15.237,22.791584984110674,34
52.897,13.19,52.93,12.81,55.27549522605824,49
52.848,19.653,53.069,19.428,69.191294462441,6
51.524,-0.163,51.892,-1.15,91.76419304286446,3
62.971,23.015,63.1,23.035,107.53729182451161,46
49.586,15.564,49.598,15.588,24.017242089850775,19
52.511,13.436,52.514,13.42,40.834708158542604,1121
47.685,8.752,47.688,8.732,30.776038240362507,2
12.412,78.51,12.498,78.562,82.60784217967455,4
47.249,27.249,47.255,27.184,42.33820516116151,14
45.945,12.757,45.953,12.841,97.48007938267838,49
46.647,16.74,46.655,16.766,43.55838424806941,10
51.032,6.992,51.219,6.795,107.05552506509862,1
63.053,17.745,63.289,18.704,117.29248310665614,10
44.654,26.824,44.668,26.769,61.66416738121141,8
23.712,87.074,23.744,87.02,27.782663791426504,2
10.779,79.275,10.779,79.316,53.06187056771012,10
41.915,-1.42,41.997,-1.515,103.02486619533413,21
52.187,20.608,52.207,20.796,111.92960733198692,21
50.094,11.581,50.122,11.557,71.31736824513175,22
46.098,24.216,46.115,24.236,42.78949068550961,26
47.378,8.54,47.547,7.59,85.70847569140645,89
48.179,9.088,48.21,9.027,82.99260408476982,17
61.573,11.045,61.588,10.997,20.062642218072043,4
23.798,92.646,24.195,92.541,56.64765349584989,6
49.474,17.961,49.504,17.934,65.10794572040948,31
48.535,15.691,48.558,15.673,28.769664973755905,4
53.589,-1.705,53.594,-1.723,40.82523219872301,150
46.213,15.44,46.313,15.577,61.44459559545677,2
46.796,26.615,46.838,26.509,50.98633975071511,2
49.961,19.746,49.967,19.775,62.41157713150645,22
49.584,22.02,49.614,21.878,55.895476944925804,4
47.708,16.157,47.717,16.18,60.56608504276492,64
59.369,16.505,59.371,17.026,136.67714913508522,123
27.167,80.352,27.204,80.373,30.105544286274593,4
46.61,15.68,46.674,15.658,88.32700254487506,12
23.567,75.5,23.66,75.514,69.35733434437644,6
52.085,4.893,52.103,5.008,81.2655809797186,389
20.804,77.982,20.857,77.733,75.23531052470139,12
42.691,-2.94,43.142,-2.961,38.10021130478406,9
17.453,82.725,17.554,82.853,81.23097670688736,12
45.569,14.236,45.616,14.186,64.69733201489049,20
47.412,8.545,47.431,8.558,69.45181213166913,250
28.673,77.293,28.673,77.319,77.5384317049399,41
45.072,4.84,45.186,4.814,109.4649688746089,143
53.968,-8.304,54.186,-8.495,71.38466139122903,16
48.086,7.279,48.087,7.321,62.12830802873196,42
46.838,7.502,46.859,7.496,69.45799486050333,301
45.522,4.214,45.529,4.183,52.103746400133886,20
55.857,-4.224,55.86,-4.24,31.083776963414582,381
51.293,0.306,51.297,0.247,61.87449752929497,104
49.206,7.598,49.259,7.605,58.86204909679639,43
46.337,18.153,46.37,18.15,36.51008802798098,12
50.094,8.605,50.107,8.662,64.94567065388023,589
14.451,78.829,14.494,78.777,54.78142888312033,2
48.441,8.689,48.688,9.005,89.96513403578071,29
54.559,-1.302,54.57,-1.318,19.04112081620115,101
53.358,-2.889,53.379,-2.734,79.16637791568068,150
50.063,21.992,50.076,21.987,89.33850632525927,96
48.136,17.006,48.148,16.949,67.8478863439443,113
49.4,10.898,49.426,11.018,109.46602020294861,2
48.889,16.782,48.89,16.824,35.13959013907992,51
48.684,9.76,48.689,9.737,53.51671567320312,126
50.524,21.686,50.568,21.696,74.86109472667977,15
45.262,5.901,45.342,5.974,105.34605527842588,82
52.544,13.059,52.639,13.205,42.11288716567819,170
52.305,9.467,52.323,9.436,58.72861097834907,280
51.235,7.071,51.241,7.097,56.42568735018612,255
48.31,15.632,48.351,15.616,57.257885930201226,90
51.411,-0.843,51.46,-0.973,75.96713376153318,36
47.351,8.718,47.397,8.596,105.29491035586527,12
11.087,77.186,11.118,77.266,62.875084400897606,4
50.335,14.372,50.357,14.355,32.65643043042927,39
47.551,7.792,47.562,7.834,50.309719379805884,2
23.01,75.674,23.341,75.051,72.12270130423286,2
20.466,85.901,21.091,86.516,71.95571117692893,32
47.534,7.648,47.547,7.592,66.73086898886311,13
25.239,87.046,25.242,86.977,57.76712817506412,22
44.991,4.979,48.845,2.374,217.89859408912918,28
52.402,6.6,52.441,6.576,69.63203945820003,29
24.035,72.4,24.175,72.43,58.876345177228494,2
57.49,10.49,57.505,10.445,96.12019797597992,69
45.83,13.506,45.872,13.484,60.08606663352471,72
44.697,19.377,44.772,19.656,67.45065908028445,4
51.066,13.74,51.46,13.517,107.33906826853864,2
51.455,6.98,51.473,6.948,45.06901304901917,17
47.247,6.022,47.299,6.233,72.78082431542374,1
56.39,-4.618,56.435,-4.704,54.04319975521211,38
51.31,21.046,51.349,21.101,58.34197883979508,1
13.822,99.992,13.824,100.041,314.44672879896876,10
-41.17,174.828,-41.159,174.832,36.46260654608033,54
25.641,78.456,26.217,78.182,95.08418307705762,6
52.034,-0.775,52.379,-1.25,158.95358448987068,750
52.456,10.546,52.48,10.543,39.84998417903654,56
46.657,8.709,46.67,8.743,25.51656498875383,28
49.079,2.351,49.098,2.361,54.436035671595036,124
50.565,5.724,50.573,5.688,159.66494322573888,440
47.112,17.435,47.124,17.369,77.84820971034583,18
45.151,5.324,45.301,5.492,98.2472961520851,72
55.729,11.594,55.73,11.547,88.60338532921159,67
47.177,24.182,47.189,24.096,36.43663164392809,13
47.099,6.826,47.152,7.001,72.53374830316923,39
52.99,22.884,53,22.719,55.356709281662305,4
46.516,18.695,46.615,18.65,86.84252124038568,23
50.5,15.376,50.501,15.336,33.39347962633614,2
40.131,-8.745,40.14,-8.703,56.02811894445243,31
50.882,4.716,50.956,4.748,85.2848667384467,707
50.91,15.743,50.914,15.566,39.106539309977244,5
53.271,15.561,53.294,15.506,68.13508754071276,25
40.754,0.614,40.812,0.708,84.97516423130119,27
40.973,14.218,41.069,14.328,52.75233330145952,2
48.853,20.014,48.857,19.959,60.584810319375066,16
49.107,16.746,49.132,16.657,60.088555667237436,1
46.399,6.217,46.402,6.212,31.891569867626828,143
52.07,4.323,52.166,4.481,65.40740549506546,1
35.531,139.684,35.531,139.697,34.82299203227386,358
41.169,-8.575,41.217,-8.554,51.85418059888675,6
9.824,77.991,9.879,78.066,76.60184448467405,16
47.837,12.976,48.14,11.558,77.55031737881635,1
51.364,-0.689,51.406,-0.677,47.229202964521015,122
49.901,18.36,49.926,18.311,44.44463036827577,22
-33.883,151.115,-33.877,151.104,73.71010888826196,1891
26.92,75.787,27.049,74.841,61.28431011608506,10
53.801,22.373,53.825,22.362,54.8683249686803,8
43.168,25.929,43.217,25.955,57.325727242330295,4
53.797,20.435,53.809,20.402,76.83731083182496,26
25.219,88.065,25.254,88.045,52.794456655893676,8
50.263,10.957,50.272,10.965,63.71721130412491,73
59.312,24.485,59.325,24.547,76.62397060378007,50
48.074,0.487,48.122,0.572,100.04772203480898,69
50.717,3.168,50.722,3.196,61.69155748057204,162
46.637,8.593,46.705,8.855,21.789894873057573,8
51.513,-0.322,51.516,-0.33,19.79754290326347,62
22.192,88.19,22.203,88.234,55.58859376202339,1
51.765,5.531,51.843,5.852,95.22147552987309,1
43.299,-5.683,43.305,-5.693,30.74253093069061,38
35.367,139.387,35.382,139.38,35.58409735435212,127
45.761,4.86,46.039,4.063,64.8517692968932,6
43.71,7.207,43.712,7.197,49.68563061068234,124
53.669,10.236,53.688,10.251,46.941307599614746,140
50.981,14.507,51.006,14.462,50.816357386908855,129
47.802,7.174,47.809,7.175,16.32259225053031,2
52.485,8.011,52.509,8.06,63.80414782449991,45
21.551,81.794,21.732,81.946,96.02628219739336,36
50.597,14.048,50.645,14.044,37.69323982148849,1
38.149,15.659,38.163,15.651,52.75520948602391,52
51.102,6.938,51.22,6.794,45.03492750714478,1
50.81,13.795,50.827,13.772,50.20023893040796,36
40.761,-74.076,40.935,-74.029,65.64990030686883,2
47.594,2.022,47.721,1.933,117.39010453538143,10
49.478,8.433,49.493,8.381,82.03008520476129,224
49.124,18.432,49.228,18.747,78.42018696866302,70
49.494,5.985,49.506,6.01,67.74969643731218,515
41.073,14.254,41.317,14.104,57.82943865916562,2
25.104,82.875,25.161,82.502,69.32556693520507,2
-33.872,151.094,-33.817,151.005,54.97812530239498,45
51.533,-0.124,52.194,0.137,92.64853890412297,50
49.994,16.224,50.032,15.758,106.35072675658743,45
48.045,10.502,48.052,10.59,99.07409266960687,58
45.688,5.909,46.109,5.823,81.07729442504188,15
-41.278,174.781,-41.138,174.843,58.09512004339446,15
27.016,84.504,27.105,84.464,57.95993142605376,6
22.637,88.412,22.651,88.419,52.613255104918416,140
52.425,20.724,52.884,20.591,119.49255144043269,53
46.994,8.062,47.056,8.079,46.626895229608344,2
47.619,4.336,48.87,2.783,208.55729261729553,2
45.874,16.41,46.006,16.543,77.13033757671778,7
50.074,12.381,50.117,12.359,61.06618323993186,44
46.564,20.225,46.589,20.249,65.62910835237102,21
51.51,14.645,51.512,14.648,15.856677125868346,24
46.763,20.292,46.848,20.293,62.99859822368121,42
48.57,19.121,48.577,18.99,62.16142979375237,39
47.296,8.564,47.379,8.536,70.82147104288104,637
47.663,17.648,47.682,17.635,23.268629686137032,4
47.145,7.273,47.158,7.295,67.35035707731876,653
22.895,72.677,22.998,72.612,72.10137759369454,7
20.764,72.971,20.811,72.956,63.41633755906627,23
52.162,22.272,52.162,22.388,59.85078102991233,18
50.871,-1.329,50.884,-1.305,43.388344735323145,365
44.478,27.369,44.525,27.371,42.23499488244435,2
51.569,-0.226,51.75,-0.327,106.99506121997358,95
48.859,7.497,48.872,7.477,31.099917960242884,3
47.148,27.694,47.17,27.725,40.07020226458924,6
47.15,6.342,47.156,6.271,65.49492974777758,1
47.186,-1.478,47.191,-1.496,87.25202239213066,208
-33.831,151.087,-33.807,151.09,60.82640666831899,15
53.089,-2.433,53.196,-2.878,101.311297604349,149
25.75,93.177,26.002,92.852,73.49109285907468,20
10.062,76.327,10.108,76.356,51.12969907022834,9
54.598,-5.917,54.641,-5.839,75.49476452777124,9
48.823,16.288,48.842,16.164,69.64593495501077,42
51.401,20.205,51.419,20.169,65.21039838928291,29
26.938,82.5,27.155,81.978,83.11286035226881,4
30.887,74.784,30.942,74.618,59.609695800275354,3
50.919,14.138,50.919,14.078,53.47737571005562,75
53.056,13.086,53.062,13.134,65.71934301988013,5
47.501,8.723,47.594,8.677,59.530114363887016,149
40.519,-74.411,40.541,-74.361,58.67859215016571,200
52.614,-4.123,52.667,-4.088,63.95439441736405,91
49.217,-84.774,49.451,-85.548,66.04782260237555,2
45.281,-0.396,45.439,-0.442,71.76795903796413,24
47.149,10.579,47.263,11.401,90.78030663215,47
10.774,79.413,10.776,79.368,58.43554686477579,10
16.915,74.91,17.007,74.945,81.33523996266119,5
43.401,-3.767,43.404,-3.821,37.61671078975416,6
46.459,16.157,46.521,16.2,65.42563354451397,6
47.994,11.737,48.018,11.72,60.18068351229074,101
38.525,-8.886,38.531,-8.885,38.18802333473421,67
52.705,13.144,52.708,13.148,16.122114697886815,2
20.385,83.271,20.689,83.494,81.66172979489757,2
60.208,24.921,60.219,24.892,57.8810981333695,442
53.615,22.065,53.679,22.104,65.14119397529547,8
35.782,139.976,35.79,139.976,53.40376096621934,272
46.974,20.751,47.012,20.623,104.76565141947815,10
49.767,16.666,49.796,16.638,46.58246138464401,40
47.264,26.573,47.276,26.669,55.407640896286715,6
44.714,25.304,44.837,24.966,64.01936347682916,11
49.084,20.067,49.093,19.605,77.77862338617653,47
37.6,-122.387,37.63,-122.412,81.01336160134622,282
51.274,1.076,51.311,0.891,67.68776753498965,17
25.762,81.103,25.795,81.039,55.203077999525775,2
42.585,26.598,42.606,26.486,81.18676079709276,4
44.156,9.916,44.219,9.977,102.47588444598114,53
50.364,11.683,50.365,11.647,51.56208855319987,39
35.731,139.711,35.74,139.716,67.15678545849883,310
52.162,21.211,52.173,21.2,84.91240526550277,202
46.982,13.176,47.112,13.132,68.54836728419491,15
46.258,18.592,46.264,18.558,40.959365920232926,11
25.426,86.309,25.427,86.407,73.51888919655629,12
60.12,24.436,60.219,24.815,75.07693938873737,8
13.336,74.771,13.989,74.566,98.24178331831511,2
43.087,-2.32,43.318,-1.977,52.0661546801375,8
41.335,-5.077,41.512,-5.385,92.5887994232699,3
-37.701,144.774,-37.484,144.745,85.50801819330462,2
51.57,0.705,51.63,0.33,80.65194667159915,15
22.844,87.321,22.882,87.326,63.072560369200055,14
27.254,83.379,27.326,83.387,80.67237136572265,6
48.605,6.351,48.623,6.344,61.69778781945444,65
50.189,11.791,50.2,11.752,44.872717419339494,19
55.812,-4.343,55.813,-4.325,34.19750650038856,146
44.847,0.908,44.856,0.79,56.440445419507846,5
51.744,19.819,51.968,20.152,115.396335196984,14
24.033,84.074,24.126,84.067,76.69079233104672,12
47.192,9.707,47.195,9.691,38.436115224304224,201
48.973,2.307,48.98,2.271,58.68297014869241,144
35.7,139.48,35.711,139.464,55.878796305128986,220
-33.892,151.198,-33.883,151.116,76.0047367578714,277
13.392,76.144,13.439,76.088,59.892856840525404,12
43.206,-2.798,43.218,-2.821,46.49594652580219,166
52.708,13.148,52.717,13.148,28.244285988132326,2
46.436,6.911,46.436,6.913,2.4448699549915838,2
47.633,6.854,47.683,6.492,97.72264488877809,21
50.053,8.878,50.072,8.853,84.76719150213381,582
38.018,-7.858,38.163,-7.895,89.34876180461548,14
50.505,22.158,50.514,22.141,95.48433542242469,16
35.649,140.042,35.682,139.996,66.6643802333132,62
52.02,23.131,52.021,23.162,112.45410937957504,25
45.522,10.82,45.76,10.997,99.28925117830106,25
43.128,5.929,44.992,4.979,132.37969593913093,5
25.446,81.828,28.642,77.22,74.61907333474208,2
40.927,-73.839,40.94,-73.835,43.957960944560135,117
23.25,87.87,23.658,87.698,71.02614354732079,50
-33.481,150.157,-33.426,149.583,49.57438850146444,19
45.419,17.126,45.435,17.083,38.38994611277691,10
46.005,8.947,46.16,8.974,87.00075590542222,36
46.512,6.494,46.517,6.63,56.72659043258619,1
47.001,7.462,47.048,7.508,53.05365773359277,147
26.45,81.66,26.46,81.633,25.10118825493384,2
50.177,3.241,50.356,3.277,60.2689458521844,52
-23.558,-46.712,-23.547,-46.732,46.768286212618,2
25.348,73.31,25.72,73.609,95.71019293947697,28
26.851,85.018,26.925,84.942,73.95723743115478,3
45.443,4.399,45.472,4.517,73.13731290380923,110
-27.466,153.02,-27.466,153.026,12.909481098525703,8
35.973,139.589,35.986,139.577,52.474654486636936,205
50.108,8.528,50.115,8.501,62.76576136663041,384
46.726,19.849,46.773,19.92,56.94093157424679,10
53.41,-2.843,53.424,-2.799,66.13298545225669,198
26.722,84.229,26.898,83.983,75.02272756844974,11
52.62,10.062,52.741,10.231,132.14904382669854,81
49.885,16.889,49.91,16.922,76.09939507761239,80
46.998,15.449,47.012,15.44,104.9335810540459,122
48.178,16.062,48.18,16.033,65.42078466360314,44
49.501,11.435,49.501,11.387,69.49538213205552,54
34.755,127.499,34.758,127.512,14.926427363089989,8
48.509,-2.893,48.533,-2.975,99.8878952751799,6
45.45,-73.764,45.45,-73.791,110.58217335472328,24
26.454,80.351,26.456,80.328,13.108239532280331,34
31.23,76.5,31.371,76.373,89.96288734875053,20
59.459,18.141,59.479,18.298,61.25993841956788,85
40.911,-4.094,41.642,-4.727,181.89502942570766,5
50.311,7.801,50.371,8.02,50.79836266069655,15
38.157,14.745,38.158,14.83,89.75334320014699,37
50.09,18.227,50.345,18.204,65.42667090046103,1
26.232,81.239,26.343,81.161,61.423650020264134,12
13.824,100.041,13.824,100.059,119.81654423978208,10
25.453,85.623,25.456,85.53,70.57367990025544,18
27.183,83.868,27.186,83.772,82.0687446759142,6
51.138,17.004,51.167,16.997,98.20306506519346,141
59.115,24.787,59.171,24.743,66.95144324131589,24
41.432,-85.024,41.48,-84.552,103.94559610064476,4
25.237,86.935,25.241,86.736,92.34526490210841,2
47.947,21.706,48.005,21.616,62.26178743982861,2
