city,res,origins,departure,budget,samples,mode,exclude,variant,pair,wall_s,cpu_s,bytes,gc_s,compile_s,rss,expansions
Vienna,6,127,28800000,10800000,96,mean_intersection,false,fine,1,2.789363465,5.389301999999816,35344008,0.0,0.0,6928142336,64846166
Vienna,6,127,28800000,10800000,96,mean_intersection,false,free,1,0.335424861,0.6630789999999251,9516952,0.0,0.0,6928142336,10666728
Vienna,6,127,28800000,10800000,96,mean_intersection,false,free,2,0.401307891,0.7313829999998234,9516952,0.0,0.0,6928142336,10666728
Vienna,6,127,28800000,10800000,96,mean_intersection,false,walking,2,3.201070657,6.080699000000095,25064200,0.0,0.0,6929723392,4575268
Vienna,6,127,28800000,10800000,96,mean_intersection,false,fine,2,2.753883797,5.363063000000011,35344008,0.0,0.0,6929743872,64846166
Vienna,6,127,28800000,10800000,96,mean_intersection,false,fine,3,2.753418369,5.4539199999999255,35344008,0.0,0.0,6932672512,64846166
Vienna,6,127,28800000,10800000,96,mean_intersection,false,free,3,0.382267223,0.7291399999999157,9516952,0.0,0.0,6932672512,10666728
Vienna,6,127,28800000,10800000,96,mean_intersection,false,walking,3,3.223832587,6.190227999999934,25064200,0.0,0.0,6932701184,4575268
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,fine,0,10.298013615,71.06663099999992,150769464,0.0,0.0,6938902528,435833812
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,free,0,1.279703492,8.722604000000047,42307976,0.0,0.0,6939164672,79622408
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,walking,0,7.512179177,46.74876700000004,148522024,0.0,0.0,6943469568,30468058
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,walking,1,7.155714156,46.87730499999998,148300032,0.0,0.0,6944620544,30468058
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,fine,1,10.294689469,71.45899800000007,150787016,0.0,0.0,6944669696,435833812
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,free,1,1.258059349,8.792754999999943,42303512,0.0,0.0,6944690176,79622408
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,free,2,1.31115239,8.805674000000181,42172640,0.0,0.0,6944702464,79622408
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,walking,2,7.58191708,46.81490900000017,148522024,0.0,0.0,6945591296,30468058
