city,radius,samples,step_ms,mode,origin,fine,coarse,signed_error
Paris,18,96,900000,mean_intersection,881fb42b65fffff,1.0737223e7,1.0503673e7,-233550.0
Paris,18,96,900000,mean_intersection,881fb42b67fffff,1.0700168e7,1.0540223e7,-159945.0
Paris,18,96,900000,mean_intersection,881fb42b69fffff,1.0398006e7,1.0391826e7,-6180.0
Paris,18,96,900000,mean_intersection,881fb42b6bfffff,1.0734349e7,1.049742e7,-236929.0
Paris,18,96,900000,mean_intersection,881fb42b6dfffff,1.0592848e7,1.0417621e7,-175227.0
Paris,18,96,900000,mean_intersection,881fb46001fffff,1.0366271e7,1.0662008e7,295737.0
Paris,18,96,900000,mean_intersection,881fb46003fffff,1.0617244e7,1.0639044e7,21800.0
Paris,18,96,900000,mean_intersection,881fb46007fffff,1.0374458e7,1.0684642e7,310184.0
Paris,18,96,900000,mean_intersection,881fb46009fffff,9.698195e6,1.0398422e7,700227.0
Paris,18,96,900000,mean_intersection,881fb4600bfffff,1.0175614e7,1.0616959e7,441345.0
Paris,18,96,900000,mean_intersection,881fb46011fffff,1.0588806e7,1.070721e7,118404.0
Paris,18,96,900000,mean_intersection,881fb46013fffff,1.0524996e7,1.0725083e7,200087.0
Paris,18,96,900000,mean_intersection,881fb46015fffff,1.0330886e7,1.0607953e7,277067.0
Paris,18,96,900000,mean_intersection,881fb46017fffff,1.0426036e7,1.0671025e7,244989.0
Paris,18,96,900000,mean_intersection,881fb46019fffff,1.0787153e7,1.0723236e7,-63917.0
Paris,18,96,900000,mean_intersection,881fb4601bfffff,1.087397e7,1.0839025e7,-34945.0
Paris,18,96,900000,mean_intersection,881fb4601dfffff,1.0749125e7,1.0702996e7,-46129.0
Paris,18,96,900000,mean_intersection,881fb46031fffff,1.0025658e7,1.0511508e7,485850.0
Paris,18,96,900000,mean_intersection,881fb46033fffff,1.0415129e7,1.0647418e7,232289.0
Paris,18,96,900000,mean_intersection,881fb46035fffff,9.905801e6,1.0470445e7,564644.0
Paris,18,96,900000,mean_intersection,881fb46037fffff,1.0349836e7,1.0569701e7,219865.0
Paris,18,96,900000,mean_intersection,881fb46039fffff,1.0188207e7,1.0562735e7,374528.0
Paris,18,96,900000,mean_intersection,881fb4603bfffff,1.0224472e7,1.0559835e7,335363.0
Paris,18,96,900000,mean_intersection,881fb4603dfffff,1.0282172e7,1.0602396e7,320224.0
Paris,18,96,900000,mean_intersection,881fb46043fffff,9.626582e6,1.0386614e7,760032.0
Paris,18,96,900000,mean_intersection,881fb4604bfffff,9.433936e6,1.0340274e7,906338.0
Paris,18,96,900000,mean_intersection,881fb46051fffff,1.0277777e7,1.0575687e7,297910.0
Paris,18,96,900000,mean_intersection,881fb46053fffff,1.0519317e7,1.0654136e7,134819.0
Paris,18,96,900000,mean_intersection,881fb46055fffff,1.0144529e7,1.0555831e7,411302.0
Paris,18,96,900000,mean_intersection,881fb46057fffff,1.0361116e7,1.0647817e7,286701.0
