city,radius,origins,departure_ms,budget_h,samples,mode,exclude,core,pair,wall_s,cpu_s,bytes,gc_s,compile_s,rss_bytes,external_cores,shared,independent
Salzburg,18,1027,28800000,3,96,reachable_union,false,6,2,1.084354318,7.858627999999953,28708496,0.0,0.0,5160271872,0.490035398202764,10081968,42761041
Salzburg,18,1027,28800000,3,96,reachable_union,false,8,2,6.317937739,44.16074000000003,77029216,0.0,0.0,5160271872,0.5902653926127804,48786928,191556889
Salzburg,18,1027,28800000,3,96,reachable_union,false,8,3,6.316462979,44.214205999999876,78415016,0.0,0.0,5160271872,0.5771891661689661,48786928,191556889
Salzburg,18,1027,28800000,3,96,reachable_union,false,7,3,2.425735741,17.14503599999989,44888776,0.0,0.0,5160271872,0.5709459511614763,23339107,96978773
Salzburg,18,1027,28800000,3,96,reachable_union,false,6,3,1.093743187,7.829474000000118,28708496,0.0,0.0,5160271872,0.5947703333956905,10081968,42761041
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,8,0,0.238856513,0.8229460000002291,48655120,0.0,0.0,5160271872,1.1599181303316097,342779,2913154
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,7,0,0.021627171,0.12622400000009293,21380128,0.0,0.0,5160255488,1.5617391674807288,99546,1182131
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,6,0,0.008740019,0.04726500000015221,16214816,0.0,0.0,5160255488,0.3129283868163119,46077,452305
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,6,1,0.009848641,0.05403299999989031,16169016,0.0,0.0,5160255488,0.0,46077,452305
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,8,1,0.252856348,0.79395999999997,48655120,0.0,0.0,5160255488,0.8148500191105741,342779,2913154
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,7,1,0.022164292,0.11880000000019209,20770624,0.0,0.0,5160255488,0.9564934451223506,99546,1182131
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,7,2,0.020663819,0.12397000000009939,20850464,0.0,0.0,5160255488,0.29181440296961675,99546,1182131
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,6,2,0.010110158,0.050931999999647815,16173480,0.0,0.0,5160255488,0.0,46077,452305
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,8,2,0.266566146,0.8152709999999388,48211240,0.0,0.0,5160255488,1.2181929509309521,342779,2913154
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,8,3,0.241904555,0.7926959999999781,48211240,0.0,0.0,5160255488,1.0223205595995282,342779,2913154
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,7,3,0.019218785,0.12314800000012838,20955120,0.0,0.0,5160255488,0.35652618022045807,99546,1182131
Salzburg-moved,18,1027,84600000,3,4,reachable_union,false,6,3,0.009024874,0.04662400000006528,16208296,0.0,0.0,5160255488,1.4821259616271734,46077,452305
Vienna,57,9919,28800000,3,96,mean_intersection,false,8,0,55.435639582,389.2578490000001,260883552,0.0,0.0,6405570560,0.7019338334228697,252349987,2154505980
Vienna,57,9919,28800000,3,96,mean_intersection,false,7,0,19.306176252,138.653996,147431152,0.0,0.0,5893431296,0.7011229889990188,114897928,1116447889
Vienna,57,9919,28800000,3,96,mean_intersection,false,6,0,9.227768424,66.41707899999983,114482096,0.0,0.0,5541400576,0.6938753451263404,48394723,475854774
Vienna,57,9919,28800000,3,96,mean_intersection,false,6,1,9.237216277,66.3654389999997,114482096,0.0,0.0,5541429248,0.7128295801046938,48394723,475854774
Vienna,57,9919,28800000,3,96,mean_intersection,false,8,1,56.352095679,389.5026419999999,260883552,0.0,0.0,5552418816,0.8276064525741104,252349987,2154505980
Vienna,57,9919,28800000,3,96,mean_intersection,false,7,1,19.501309085,138.76911500000006,147431152,0.0,0.0,5541552128,0.7220481937188199,114897928,1116447889
Vienna,57,9919,28800000,3,96,mean_intersection,false,7,2,18.431161342,138.00723800000014,147431152,0.0,0.0,5541650432,0.3614944211216135,114897928,1116447889
Vienna,57,9919,28800000,3,96,mean_intersection,false,6,2,8.921646545,66.2322549999999,114482096,0.0,0.0,5541650432,0.44024889128986283,48394723,475854774
Vienna,57,9919,28800000,3,96,mean_intersection,false,8,2,54.367201665,388.5648110000002,260661560,0.0,0.0,5552558080,0.5728672443358314,252349987,2154505980
Vienna,57,9919,28800000,3,96,mean_intersection,false,8,3,55.797173759,389.5466289999995,260883552,0.0,0.0,5554151424,0.7404204947445525,252349987,2154505980
Vienna,57,9919,28800000,3,96,mean_intersection,false,7,3,19.26479366,138.9653360000002,147431152,0.0,0.0,5544124416,0.6854298173698531,114897928,1116447889
Vienna,57,9919,28800000,3,96,mean_intersection,false,6,3,9.259454281,66.28026199999931,114482096,0.0,0.0,5542195200,0.7192365551834198,48394723,475854774
Vienna,57,9919,28800000,3,96,reachable_union,false,8,0,56.269740745,387.9468370000004,257673456,0.0,0.0,5552533504,0.85149073668414,252349987,2154505980
Vienna,57,9919,28800000,3,96,reachable_union,false,7,0,19.405831634,136.74125599999934,143777072,0.0,0.0,5546680320,0.8357665008052192,114897928,1116447889
Vienna,57,9919,28800000,3,96,reachable_union,false,6,0,8.924349313,62.99755600000026,110828016,0.0,0.0,5546680320,0.8182606646076614,48394723,475854774
Vienna,57,9919,28800000,3,96,reachable_union,false,6,1,8.957002265,63.06814099999974,110828016,0.0,0.0,5546680320,0.8520550485708394,48394723,475854774
Vienna,57,9919,28800000,3,96,reachable_union,false,8,1,56.689051549,388.52401400000053,257673456,0.0,0.0,5557551104,0.9061006419487281,252349987,2154505980
Vienna,57,9919,28800000,3,96,reachable_union,false,7,1,18.508214237,136.5474719999993,143777072,0.0,0.0,5546852352,0.5172043006104552,114897928,1116447889
Vienna,57,9919,28800000,3,96,reachable_union,false,7,2,18.391093245,136.3067860000001,143777072,0.0,0.0,5546852352,0.4259243262845992,114897928,1116447889
Vienna,57,9919,28800000,3,96,reachable_union,false,6,2,8.526760136,62.80457000000024,110828016,0.0,0.0,5547651072,0.48851262771956794,48394723,475854774
Vienna,57,9919,28800000,3,96,reachable_union,false,8,2,55.118838986,388.56002399999943,257673456,0.0,0.0,5558333440,0.6632936519087789,252349987,2154505980
Vienna,57,9919,28800000,3,96,reachable_union,false,8,3,56.697229128,390.10526000000027,257673456,0.0,0.0,5560143872,0.838396174400322,252349987,2154505980
Vienna,57,9919,28800000,3,96,reachable_union,false,7,3,19.735335358,137.22712200000024,143777072,0.0,0.0,5550194688,0.9329903782227754,114897928,1116447889
Vienna,57,9919,28800000,3,96,reachable_union,false,6,3,9.111332717,63.517118000000664,110828016,0.0,0.0,5548306432,0.9354155165615371,48394723,475854774
