city,res,origins,variant,bias,wmae,abs_relative_p95,min_signed,max_signed
Vienna,6,9919,free,216532.2896461337,0.5758440795132131,10.558061084748207,0.0,2.442171e6
Vienna,6,9919,scalar,-2662.51618106664,0.13433406767297262,0.7418078694915565,-1.900483e6,1.915817e6
Vienna,6,9919,batched,-2662.51618106664,0.13433406767297262,0.7418078694915565,-1.900483e6,1.915817e6
