case,variant,pair,wall_s,cpu_s,bytes,gc_s,compile_s,rss,maxrss,workers,shared,separate
mode_min_union,zero,0,0.006224903,0.006562999999914609,142784992,0.0,0.0,19140247552,29712605184,1,467,2633
mode_min_union,fine,0,0.005598391,0.0059830000000147265,142785040,0.0,0.0,19140247552,29712605184,1,467,2633
mode_min_union,fixed,0,0.00843682,0.008708999999953448,228459552,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_min_union,fixed,1,0.008791558,0.00955999999996493,228459552,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_min_union,zero,1,0.005356758,0.005778999999847656,142784992,0.0,0.0,19140247552,29712605184,1,467,2633
mode_min_union,fine,1,0.005455783,0.005877000000054977,142785040,0.0,0.0,19140247552,29712605184,1,467,2633
mode_min_union,fine,2,0.005725155,0.00652500000001055,142785040,0.0,0.0,19140247552,29712605184,1,467,2633
mode_min_union,fixed,2,0.008164367,0.008792000000084954,228459552,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_min_union,zero,2,0.006243509,0.006685999999945125,142784992,0.0,0.0,19140247552,29712605184,1,467,2633
mode_min_union,zero,3,0.006045831,0.006396999999878972,142784992,0.0,0.0,19140247552,29712605184,1,467,2633
mode_min_union,fine,3,0.005032238,0.0055440000000999134,142785040,0.0,0.0,19140247552,29712605184,1,467,2633
mode_min_union,fixed,3,0.008376562,0.009457999999995081,228459552,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_max_intersection,zero,0,0.005946615,0.006292000000030384,142782776,0.0,0.0,19140247552,29712605184,1,467,2633
mode_max_intersection,fine,0,0.005388156,0.005767999999989115,142782824,0.0,0.0,19140247552,29712605184,1,467,2633
mode_max_intersection,fixed,0,0.008594661,0.010688000000072861,228460736,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_max_intersection,fixed,1,0.009298496,0.01111399999990681,228460736,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_max_intersection,zero,1,0.005539488,0.006196000000045387,142782776,0.0,0.0,19140247552,29712605184,1,467,2633
mode_max_intersection,fine,1,0.005171958,0.00560300000006464,142782824,0.0,0.0,19140247552,29712605184,1,467,2633
mode_max_intersection,fine,2,0.005952698,0.006171999999878608,142782824,0.0,0.0,19140247552,29712605184,1,467,2633
mode_max_intersection,fixed,2,0.007813702,0.009675000000015643,228460736,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_max_intersection,zero,2,0.005865412,0.006221999999979744,142782776,0.0,0.0,19140247552,29712605184,1,467,2633
mode_max_intersection,zero,3,0.005956867,0.006104000000050291,142782776,0.0,0.0,19140247552,29712605184,1,467,2633
mode_max_intersection,fine,3,0.005595155,0.005969000000050073,142782824,0.0,0.0,19140247552,29712605184,1,467,2633
mode_max_intersection,fixed,3,0.008547677,0.009547999999995227,228460736,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_diff_intersection,zero,0,0.005520334,0.00610499999993408,142782776,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_intersection,fine,0,0.005538102,0.006223999999974694,142782824,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_intersection,fixed,0,0.008650679,0.009405000000015207,228460736,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_diff_intersection,fixed,1,0.008166407,0.009951000000000931,228460736,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_diff_intersection,zero,1,0.005111012,0.005583999999998923,142782776,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_intersection,fine,1,0.005478984,0.005871000000070126,142782824,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_intersection,fine,2,0.005286237,0.005714000000125452,142782824,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_intersection,fixed,2,0.008338609,0.010579999999890788,228460736,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_diff_intersection,zero,2,0.005234473,0.0056240000001253065,142782776,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_intersection,zero,3,0.005252711,0.005939000000125816,142782776,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_intersection,fine,3,0.005534479,0.005728999999973894,142782824,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_intersection,fixed,3,0.007731803,0.007744000000002416,228460736,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_diff_union,zero,0,0.005084529,0.0055230000000392465,142784992,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_union,fine,0,0.005575672,0.006321000000070853,142785040,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_union,fixed,0,0.008581944,0.010747999999921376,228459552,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_diff_union,fixed,1,0.008955909,0.011656000000130007,228459552,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_diff_union,zero,1,0.005500323,0.006219999999984793,142784992,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_union,fine,1,0.005844049,0.006135999999969499,142785040,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_union,fine,2,0.005638758,0.006016999999928885,142785040,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_union,fixed,2,0.009502845,0.012908000000152242,228459552,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_diff_union,zero,2,0.00520957,0.005871000000070126,142784992,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_union,zero,3,0.006545371,0.006890999999995984,142784992,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_union,fine,3,0.00553026,0.005985000000009677,142785040,0.0,0.0,19140247552,29712605184,1,467,2633
mode_diff_union,fixed,3,0.008573544,0.009987000000137414,228459552,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_reachable_union,zero,0,0.005372839,0.005981000000019776,142780376,0.0,0.0,19140247552,29712605184,1,467,2633
mode_reachable_union,fine,0,0.005693221,0.005879999999933716,142780424,0.0,0.0,19140247552,29712605184,1,467,2633
mode_reachable_union,fixed,0,0.008334678,0.00882099999989805,228456120,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_reachable_union,fixed,1,0.008273569,0.008260000000063883,228456120,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_reachable_union,zero,1,0.005355922,0.0057189999999991414,142780376,0.0,0.0,19140247552,29712605184,1,467,2633
mode_reachable_union,fine,1,0.00578362,0.006094999999959327,142780424,0.0,0.0,19140247552,29712605184,1,467,2633
mode_reachable_union,fine,2,0.00504489,0.005485999999791602,142780424,0.0,0.0,19140247552,29712605184,1,467,2633
mode_reachable_union,fixed,2,0.008265244,0.007456999999931213,228456120,0.0,0.0,19140247552,29712605184,1,1450,3254
mode_reachable_union,zero,2,0.005447288,0.0059210000001712615,142780376,0.0,0.0,19140247552,29712605184,1,467,2633
mode_reachable_union,zero,3,0.005418252,0.006167999999888707,142780376,0.0,0.0,19140247552,29712605184,1,467,2633
mode_reachable_union,fine,3,0.005602717,0.005979000000024826,142780424,0.0,0.0,19140247552,29712605184,1,467,2633
mode_reachable_union,fixed,3,0.007818781,0.007644999999911306,228456120,0.0,0.0,19140247552,29712605184,1,1450,3254
Paris_dense,zero,0,5.214349805,35.240686000000096,5015890488,0.0,0.0,22824415232,29712605184,8,28145119,79007388
Paris_dense,fine,0,20.825645521,144.907467,5076889928,0.159475295,0.0,27456040960,29712605184,8,71800130,194066727
Paris_dense,fixed,0,17.880705262,123.94472400000018,5969656888,0.360763641,0.0,22944768000,29712605184,8,74665464,204707284
Paris_dense,fixed,1,18.603949499,127.14868300000012,5969661784,0.560517744,0.0,22722924544,29712605184,8,74665464,204707284
Paris_dense,zero,1,6.133490068,38.36142700000005,5015903720,0.337599175,0.0,27476897792,29712605184,8,28145119,79007388
Paris_dense,fine,1,20.87043744,143.743518,5078279632,0.0,0.0,27537461248,29712605184,8,71800130,194066727
Paris_dense,fine,2,21.346233402,143.65768400000002,5076778624,0.0,0.0,27476897792,29712605184,8,71800130,194066727
Paris_dense,fixed,2,18.439573846,124.46742700000004,5969662472,0.0,0.0,27614851072,29712605184,8,74665464,204707284
Paris_dense,zero,2,5.830997587,36.14574799999991,5016292520,0.0,0.0,27488083968,29712605184,8,28145119,79007388
Paris_dense,zero,3,5.819342082,36.00749799999994,5015845120,0.0,0.0,27548672000,29712605184,8,28145119,79007388
Paris_dense,fine,3,21.785595806,144.55348999999978,5078168760,0.0,0.0,27494006784,29712605184,8,71800130,194066727
Paris_dense,fixed,3,18.558681567,123.98128499999984,5969663160,0.0,0.0,27626860544,29712605184,8,74665464,204707284
